descricao;ano_inicial;ano_final;anos_distintos;preco_inicial;preco_final;variacao_nominal_pct;ipca_periodo_pct;variacao_real_pct;diagnostico
TRAVA DA BROCA C.A DENTFLEX;2022;2025;4;39.6;32.3;-18.43;14.35;-28.68;✅ Boa gestão — ficou abaixo do IPCA
DESODORIZADOR DE AMBIENTES;2015;2021;4;7.98;7.75;-2.88;36.22;-28.7;✅ Boa gestão — ficou abaixo do IPCA
ACICLOVIR 50MG/GR CREME;2016;2020;4;2.3;1.9;-17.39;16.45;-28.7;✅ Boa gestão — ficou abaixo do IPCA
CAIXA DE PASSAGEM ENERGIA EMBUTIR 30 X 30;2015;2021;6;48.7;47.3;-2.87;36.22;-28.71;✅ Boa gestão — ficou abaixo do IPCA
LUVA ESGOTO 50MM;2015;2018;4;2.0;1.62;-19.25;13.53;-28.75;✅ Boa gestão — ficou abaixo do IPCA
ALICATE ORTODÔNTICO DE LA ROSA 109;2019;2025;7;68.85;68.22;-0.92;39.16;-28.79;✅ Boa gestão — ficou abaixo do IPCA
ANEL DO PISTÃO ( INT.49MM XLARG 9MM ) COMPRESSOR;2022;2025;4;116.73;95.0;-18.62;14.35;-28.83;✅ Boa gestão — ficou abaixo do IPCA
CANETA ESFEROGRÁFICA VERDE;2015;2017;3;25.62;19.9;-22.31;9.43;-28.99;✅ Boa gestão — ficou abaixo do IPCA
PNEU NOVO 1000X20 RADIAL MISTO BORRACHUDO 16 LONAS;2019;2025;3;1718.0;1697.5;-1.19;39.16;-29.0;✅ Boa gestão — ficou abaixo do IPCA
KIT SENSOR TEMPERATURA NOVA VITALE NV;2021;2025;5;168.82;145.0;-14.11;20.97;-29.0;✅ Boa gestão — ficou abaixo do IPCA
LIMA REDONDA PARA AFIAR CORRENTE MOTO SERRA;2015;2019;5;7.93;6.67;-15.89;18.42;-29.0;✅ Boa gestão — ficou abaixo do IPCA
NOBREAK 1500 VA;2021;2025;3;1430.0;1228.0;-14.13;20.97;-29.01;✅ Boa gestão — ficou abaixo do IPCA
BOBINA SOLDADA 220V 50/60HZ  DANFOSS CRISTOFOLI;2022;2025;4;225.56;183.0;-18.87;14.35;-29.05;✅ Boa gestão — ficou abaixo do IPCA
TAMPA C.A DENTSCLER;2022;2025;4;23.3;18.9;-18.88;14.35;-29.07;✅ Boa gestão — ficou abaixo do IPCA
DOCE BRIGADEIRO;2015;2023;6;63.59;68.0;6.94;50.77;-29.08;✅ Boa gestão — ficou abaixo do IPCA
DOCE CAJUZINHO;2015;2023;6;63.59;68.0;6.94;50.77;-29.08;✅ Boa gestão — ficou abaixo do IPCA
DOCE BEIJINHO DE CÔCO;2015;2023;6;63.59;68.0;6.94;50.77;-29.08;✅ Boa gestão — ficou abaixo do IPCA
HEADSET;2018;2022;4;210.0;189.0;-10.0;26.94;-29.1;✅ Boa gestão — ficou abaixo do IPCA
PINCEL PARA QUADRO BRANCO;2015;2020;4;1.34;1.18;-12.31;23.77;-29.1;✅ Boa gestão — ficou abaixo do IPCA
CERA 200G;2015;2021;4;16.58;16.0;-3.5;36.22;-29.13;✅ Boa gestão — ficou abaixo do IPCA
PNEU NOVO 165/70 R13;2016;2025;8;223.0;245.0;9.87;55.04;-29.14;✅ Boa gestão — ficou abaixo do IPCA
"GEL PARA LIMPEZA DE FERIDAS
COMPOSIÇÃO: A BASE DE POLIHEXANIDA E BETAÍNA PARA USO EM FERIDAS, BIOCOMPATÍVEL, USO TÓPICO, FRASCO COM 50 GR.";2021;2023;3;51.0;40.0;-21.57;10.68;-29.14;✅ Boa gestão — ficou abaixo do IPCA
BRACO DE SELAGEM SELADORA PLUS;2016;2025;7;87.01;95.6;9.87;55.04;-29.14;✅ Boa gestão — ficou abaixo do IPCA
KIMONO DE JIU-JITSU;2021;2024;4;242.0;198.95;-17.79;16.03;-29.15;✅ Boa gestão — ficou abaixo do IPCA
INTEGRADOR QUÍMICO CLASSE V;2020;2022;3;0.3;0.24;-19.97;16.43;-29.17;✅ Boa gestão — ficou abaixo do IPCA
SUPORTE SPLIT 7/12000BTUS;2015;2022;7;28.96;29.55;2.05;44.11;-29.18;✅ Boa gestão — ficou abaixo do IPCA
ESPELHO CLINICO Nº 5;2020;2023;3;2.71;2.34;-13.65;21.81;-29.22;✅ Boa gestão — ficou abaixo do IPCA
ÁGUA SANITÁRIA 5L;2015;2021;5;7.11;6.85;-3.66;36.22;-29.25;✅ Boa gestão — ficou abaixo do IPCA
CÂMARA DE AR 750X16;2022;2025;3;68.0;55.0;-19.12;14.35;-29.26;✅ Boa gestão — ficou abaixo do IPCA
ALICATE PERFURADOR AINSWORTH-5 FUROS;2020;2025;5;74.7;70.34;-5.84;33.14;-29.28;✅ Boa gestão — ficou abaixo do IPCA
MORANGA KABUTIA C/ ENTREGA NAS UNIDADES ESCOLARES;2015;2018;3;2.15;1.72;-20.0;13.53;-29.3;✅ Boa gestão — ficou abaixo do IPCA
DISJUNTOR TERMOMAGNÉTICO MONOFÁSICO,CAP DE INTERRUPÇÃO 220-3;2015;2017;3;5.9;4.56;-22.71;9.43;-29.32;✅ Boa gestão — ficou abaixo do IPCA
BOLA DE VOLEIBOL DE PRAIA/AREIA;2022;2024;3;142.0;110.05;-22.5;9.68;-29.34;✅ Boa gestão — ficou abaixo do IPCA
TUBO  DE SILICONE TAMANHO 204;2018;2024;3;113.91;112.0;-1.68;39.22;-29.37;✅ Boa gestão — ficou abaixo do IPCA
LAMOTRIGINA 25MG;2016;2019;3;0.18;0.14;-24.86;11.41;-29.41;✅ Boa gestão — ficou abaixo do IPCA
PNEU NOVO 225/ 50 R17;2017;2020;3;570.0;455.0;-20.18;13.1;-29.42;✅ Boa gestão — ficou abaixo do IPCA
ESCOVÃO PARA LIMPEZA DE CHÃO;2015;2021;4;5.81;5.59;-3.79;36.22;-29.43;✅ Boa gestão — ficou abaixo do IPCA
TAMPA EXTRA TORQUE 605C (PB) KAVO;2022;2025;4;79.15;63.8;-19.4;14.35;-29.51;✅ Boa gestão — ficou abaixo do IPCA
CÂMARA DE AR 12,5/80X18;2016;2025;6;119.0;130.0;9.24;55.04;-29.54;✅ Boa gestão — ficou abaixo do IPCA
LÂMPADA 3V COM ROSCA FINA PARA OTOSCÓPIO TK / MIKATOS;2018;2023;5;89.0;83.2;-6.52;32.8;-29.61;✅ Boa gestão — ficou abaixo do IPCA
CABECA C.A KAVO ANTIGO [ROSQUEADA];2021;2025;5;324.73;276.5;-14.85;20.97;-29.62;✅ Boa gestão — ficou abaixo do IPCA
EXTINTOR PQS ABC 04 KG NOVO;2015;2023;7;160.0;169.7;6.06;50.77;-29.65;✅ Boa gestão — ficou abaixo do IPCA
PNEU NOVO 205/60 R16;2022;2025;3;358.0;287.5;-19.69;14.35;-29.77;✅ Boa gestão — ficou abaixo do IPCA
APARELHO TELEFONICO SEM FIO;2017;2022;5;184.0;169.97;-7.63;31.69;-29.86;✅ Boa gestão — ficou abaixo do IPCA
CONJUNTO DE PROTEÇÃO PARA COMBATE A INCÊNDIO ESTRUTURAL;2017;2021;4;5557.0;4850.0;-12.72;24.48;-29.89;✅ Boa gestão — ficou abaixo do IPCA
ALICATE ORTODÔNTICO 151 CORTE AMARRILHO COM WIDEA;2022;2025;4;321.35;257.57;-19.85;14.35;-29.91;✅ Boa gestão — ficou abaixo do IPCA
CANETA ESFEROGRAFICA PRETA;2015;2018;4;23.14;18.4;-20.48;13.53;-29.95;✅ Boa gestão — ficou abaixo do IPCA
CANETA ESFEROGRAFICA AZUL;2015;2018;4;23.14;18.4;-20.48;13.53;-29.95;✅ Boa gestão — ficou abaixo do IPCA
CURETA DENTINA (ESCAVADOR)Nº20, GRANDE;2015;2025;8;5.47;6.31;15.36;64.79;-29.98;✅ Boa gestão — ficou abaixo do IPCA
KIT ACADÊMICO;2015;2021;3;1080.0;1030.0;-4.63;36.22;-29.99;✅ Boa gestão — ficou abaixo do IPCA
CLOPIDOGREL 75MG COMPRIMIDO REVESTIDO, EM BLISTER.;2019;2024;5;0.24;0.23;-5.0;33.47;-30.0;✅ Boa gestão — ficou abaixo do IPCA
NIMODIPINO 30MG CPR;2016;2020;4;0.22;0.17;-20.93;16.45;-30.0;✅ Boa gestão — ficou abaixo do IPCA
TUBA 3/4 EM SI BEMOL;2021;2025;3;7663.14;6489.15;-15.32;20.97;-30.0;✅ Boa gestão — ficou abaixo do IPCA
LEVOTIROXINA SÓDICA 50 MCG;2015;2018;4;0.1;0.08;-22.0;13.53;-30.0;✅ Boa gestão — ficou abaixo do IPCA
ACIDO VALPROICO 500MG;2015;2020;6;0.4;0.35;-12.5;23.77;-30.0;✅ Boa gestão — ficou abaixo do IPCA
PROMETAZINA, CLORIDRATO 25MG CPR, EM BLISTER.;2019;2024;5;0.12;0.12;-0.84;33.47;-30.0;✅ Boa gestão — ficou abaixo do IPCA
SONDA ENDOTRAQUEAL EM PVC COM BALÃO Nº 7,5;2015;2024;3;2.86;3.16;10.49;58.06;-30.07;✅ Boa gestão — ficou abaixo do IPCA
FOLHA EM EVA COM GLITTER;2016;2023;5;2.86;2.83;-1.05;41.85;-30.11;✅ Boa gestão — ficou abaixo do IPCA
HEMOSTÁTICO LÍQUIDO;2017;2024;5;12.75;12.87;0.94;44.44;-30.13;✅ Boa gestão — ficou abaixo do IPCA
ESTOJO ACRÍLICO PORTA ALICATE PARA 15 INSTRUMENTOS;2023;2025;3;133.6;101.93;-23.71;9.3;-30.2;✅ Boa gestão — ficou abaixo do IPCA
SONDA EXPLORADORA ODONTOLÓGICA Nº5;2015;2025;9;5.13;5.9;15.01;64.79;-30.21;✅ Boa gestão — ficou abaixo do IPCA
HEMOSTÁTICO LÍQUIDO - 10ML;2020;2025;3;13.35;12.41;-7.04;33.14;-30.21;✅ Boa gestão — ficou abaixo do IPCA
ESTRADIOL 1MG CPR;2016;2019;3;1.4;1.09;-22.14;11.41;-30.3;✅ Boa gestão — ficou abaixo do IPCA
DESCOLADOR CIRÚRGICO MOLT 2/4;2023;2025;3;13.98;10.64;-23.89;9.3;-30.31;✅ Boa gestão — ficou abaixo do IPCA
CARVAO VEGETAL ATIVADO 1KG;2016;2019;3;61.58;47.79;-22.4;11.41;-30.34;✅ Boa gestão — ficou abaixo do IPCA
BISCOITO BROA DE POLVILHO;2022;2024;3;10.2;7.8;-23.53;9.68;-30.37;✅ Boa gestão — ficou abaixo do IPCA
SONDA ENDOTRAQUEAL EM PVC COM BALÃO Nº 8,5.;2015;2024;3;2.86;3.15;10.14;58.06;-30.42;✅ Boa gestão — ficou abaixo do IPCA
CÂMARA DE AR 17.5X25;2016;2025;6;255.0;275.0;7.84;55.04;-30.44;✅ Boa gestão — ficou abaixo do IPCA
AGULHA GENGIVAL CURTA DESCARTÁVEL;2020;2025;5;26.3;24.36;-7.38;33.14;-30.45;✅ Boa gestão — ficou abaixo do IPCA
EIXO DE ACIONAMENTO;2015;2019;5;109.27;89.97;-17.66;18.42;-30.47;✅ Boa gestão — ficou abaixo do IPCA
54 SH37LN 6 173 MOTOR CORD;2022;2025;4;106.9;85.0;-20.49;14.35;-30.47;✅ Boa gestão — ficou abaixo do IPCA
TUBO CIFÃO PARA EXTINTOR PQS;2015;2023;7;8.0;8.38;4.74;50.77;-30.5;✅ Boa gestão — ficou abaixo do IPCA
ELETRODO ADULTO;2019;2023;5;599.0;530.0;-11.52;27.32;-30.5;✅ Boa gestão — ficou abaixo do IPCA
CAIXA DE ESGOTO OLSEN;2022;2025;4;69.3;55.0;-20.63;14.35;-30.59;✅ Boa gestão — ficou abaixo do IPCA
CARBONO PARA TECIDO;2017;2019;3;22.5;16.9;-24.89;8.22;-30.59;✅ Boa gestão — ficou abaixo do IPCA
BANDEIRA OFICIAL DE CRICIÚMA (0,90M X 1,28M);2020;2024;5;79.0;70.0;-11.39;27.7;-30.61;✅ Boa gestão — ficou abaixo do IPCA
PASTA SANFONADA EM POLIPROPILENO;2020;2024;3;14.1;12.49;-11.42;27.7;-30.64;✅ Boa gestão — ficou abaixo do IPCA
"FIO DE AÇO CRNI DURO REDONDO 1.00MM (040"") - 50G";2022;2024;3;13.4;10.2;-23.88;9.68;-30.65;✅ Boa gestão — ficou abaixo do IPCA
ESMERILHADEIRA ANGULAR PARA USO PROFISSIONAL, DE NO MÍNIMO 900W 4. 1/2;2022;2025;3;372.0;295.0;-20.7;14.35;-30.65;✅ Boa gestão — ficou abaixo do IPCA
IMPERMEABILIZANTE  PARA ARGAMASSA E CONCRETO 3,6 LITROS;2015;2021;6;24.9;23.5;-5.62;36.22;-30.72;✅ Boa gestão — ficou abaixo do IPCA
HIDROCORTISONA 500MG;2015;2018;3;5.59;4.39;-21.47;13.53;-30.77;✅ Boa gestão — ficou abaixo do IPCA
CUMARINA + TROXERRUTINA 15MG + 90MG CPR;2016;2019;3;0.14;0.11;-21.43;11.41;-30.77;✅ Boa gestão — ficou abaixo do IPCA
PINÇA MOSQUITO 12CM;2018;2024;6;19.57;18.86;-3.63;39.22;-30.8;✅ Boa gestão — ficou abaixo do IPCA
BOCAL P/ LÂMPADA FIXO PLAFON PVC SIMPLES;2015;2017;3;2.5;1.89;-24.4;9.43;-30.8;✅ Boa gestão — ficou abaixo do IPCA
M. BENZ CDI SPRINTER TCA AMB 2019 – 2021;2022;2024;3;56.0;42.5;-24.11;9.68;-30.81;✅ Boa gestão — ficou abaixo do IPCA
LORATADINA 1MG/ML XAROPE, FRASCO DE 60ML.;2019;2021;3;2.35;1.86;-20.85;15.03;-30.81;✅ Boa gestão — ficou abaixo do IPCA
PNEU 255/70/R16;2015;2024;3;668.0;730.0;9.28;58.06;-30.86;✅ Boa gestão — ficou abaixo do IPCA
CUBA REMOVIVEL DE PORCELANA GNATUS;2018;2021;3;182.0;150.95;-17.06;19.99;-30.88;✅ Boa gestão — ficou abaixo do IPCA
TAMPA CONTRA ANGULO MICRODENT;2021;2025;5;36.25;30.3;-16.41;20.97;-30.89;✅ Boa gestão — ficou abaixo do IPCA
CANETA ESFEROGRÁFICA VERMELHA;2015;2017;3;23.14;17.45;-24.59;9.43;-31.07;✅ Boa gestão — ficou abaixo do IPCA
CÂNULA DE TRAQUEOSTOMIA DE SILICONE COM BALONETE NÚMERO 6,0;2018;2021;3;22.64;18.7;-17.4;19.99;-31.14;✅ Boa gestão — ficou abaixo do IPCA
LÂMPADA PARA LARINGOSCÓPIO ROSCA GROSSA;2020;2023;4;84.0;70.4;-16.19;21.81;-31.21;✅ Boa gestão — ficou abaixo do IPCA
FITA KREPP 50MT X 25MM;2015;2021;5;4.0;3.75;-6.25;36.22;-31.25;✅ Boa gestão — ficou abaixo do IPCA
RISEDRONATO 35MG CPR;2016;2019;3;3.4;2.6;-23.53;11.41;-31.25;✅ Boa gestão — ficou abaixo do IPCA
DEXAMETASONA 4MG CPR, EM BLISTER.;2021;2024;3;0.21;0.18;-16.28;16.03;-31.25;✅ Boa gestão — ficou abaixo do IPCA
SUPORTE SPLIT 18/30000BTUS.;2015;2017;3;47.5;35.68;-24.88;9.43;-31.35;✅ Boa gestão — ficou abaixo do IPCA
PEN DRIVE DE 4GB, USB 2.0;2015;2024;9;13.36;14.5;8.53;58.06;-31.36;✅ Boa gestão — ficou abaixo do IPCA
PÁS ADESIVAS INFANTIL PARA DESFIBRILADOR AUTOMÁTICO;2021;2023;3;513.5;390.0;-24.05;10.68;-31.38;✅ Boa gestão — ficou abaixo do IPCA
RESINA COMPOSTA DE BAIXA VISCOSIDADE (FLOW) COR A3;2020;2025;5;15.05;13.74;-8.7;33.14;-31.41;✅ Boa gestão — ficou abaixo do IPCA
LEVONORGESTREL 0,75MG C/ 2 CP - PILEM;2016;2019;3;2.6;1.99;-23.46;11.41;-31.43;✅ Boa gestão — ficou abaixo do IPCA
DIETA NUTRICIONALMENTE COMPLETA PARA CRIANÇAS DE 1 A 10 ANOS;2018;2020;3;31.9;23.85;-25.24;9.02;-31.44;✅ Boa gestão — ficou abaixo do IPCA
ESCOVA PARA HIGIENIZAÇÃO DE MÃOS E UNHAS EM PLASTICO;2017;2024;3;2.75;2.72;-1.09;44.44;-31.47;✅ Boa gestão — ficou abaixo do IPCA
COLAR CERVICAL REGULAVEL;2018;2023;6;44.0;40.0;-9.09;32.8;-31.55;✅ Boa gestão — ficou abaixo do IPCA
TERMOSTATO BIMETALICO CERAMICO;2022;2025;4;93.0;72.8;-21.72;14.35;-31.55;✅ Boa gestão — ficou abaixo do IPCA
AFASTADOR DE MINESSOTA;2017;2025;7;7.8;8.04;3.08;50.59;-31.56;✅ Boa gestão — ficou abaixo do IPCA
CHAVE TIPO ALAVANCA ON/OFF 20A 250V;2019;2023;5;55.0;47.9;-12.91;27.32;-31.59;✅ Boa gestão — ficou abaixo do IPCA
PAPEL HIGIÊNICO 30M, FARDO COM 64 UNIDADES.;2018;2021;3;66.4;54.5;-17.92;19.99;-31.6;✅ Boa gestão — ficou abaixo do IPCA
SENSOR PT 100 - AHMC5;2018;2025;6;151.0;149.8;-0.79;45.15;-31.66;✅ Boa gestão — ficou abaixo do IPCA
TERMINAL BORDEN DABI/OLSEN;2022;2025;4;135.53;105.9;-21.86;14.35;-31.67;✅ Boa gestão — ficou abaixo do IPCA
KIT II BOMBA VACUO BIO VAC II CZ GNATUS;2021;2025;3;665.36;550.0;-17.34;20.97;-31.67;✅ Boa gestão — ficou abaixo do IPCA
PNEU NOVO 1000X20,RADIAL,MISTO,LISO,16 LONAS;2016;2024;6;1615.0;1641.0;1.61;48.71;-31.67;✅ Boa gestão — ficou abaixo do IPCA
CIPROTERONA 50MG CPR;2016;2019;3;1.54;1.17;-24.27;11.41;-31.72;✅ Boa gestão — ficou abaixo do IPCA
"DESINCRUSTANTE DE 1 LITRO;";2016;2021;4;28.6;25.0;-12.59;28.16;-31.81;✅ Boa gestão — ficou abaixo do IPCA
DRENO TEMPORIZADO ELETROÔNICO IMP PGE2200;2022;2025;4;410.54;320.0;-22.05;14.35;-31.83;✅ Boa gestão — ficou abaixo do IPCA
"FIO AMARRILHO CRNI  REDONDO Ø0,30MM (.012"")";2022;2024;3;20.87;15.6;-25.25;9.68;-31.84;✅ Boa gestão — ficou abaixo do IPCA
PLACA DE COMANDO AHMC 5/10 220V 121/127 EGA;2022;2025;4;1444.36;1125.2;-22.1;14.35;-31.87;✅ Boa gestão — ficou abaixo do IPCA
INSULINA GLARGINA 100UI/ML (LANTUS) CANETA DESC.3ML;2017;2019;3;54.26;40.0;-26.28;8.22;-31.87;✅ Boa gestão — ficou abaixo do IPCA
KIT P/ PARTO EMERGENCIAL;2018;2023;6;42.0;38.0;-9.52;32.8;-31.87;✅ Boa gestão — ficou abaixo do IPCA
ADOÇANTE DIETÉTICO LÍQUIDO;2015;2021;6;8.62;8.0;-7.16;36.22;-31.88;✅ Boa gestão — ficou abaixo do IPCA
REANIMADOR MANUAL PEDIÁTRICO;2021;2024;3;124.0;98.0;-20.97;16.03;-31.89;✅ Boa gestão — ficou abaixo do IPCA
PASTA COMISSÃO DE LICITAÇÃO;2016;2021;6;1.26;1.1;-12.7;28.16;-31.93;✅ Boa gestão — ficou abaixo do IPCA
TAMPA DO RESERVATORIO DE PO PROFI GNATUS;2022;2025;4;36.6;28.5;-22.13;14.35;-31.93;✅ Boa gestão — ficou abaixo do IPCA
LUMINARIA FLUORESCENTE 1 X 40 TUBULAR COMPLETA (PR.);2015;2017;3;31.7;23.6;-25.55;9.43;-31.96;✅ Boa gestão — ficou abaixo do IPCA
ANDADOR ARTICULADO;2018;2022;4;250.0;215.88;-13.65;26.94;-31.97;✅ Boa gestão — ficou abaixo do IPCA
CAIXA DE PASSAGEM  SPLIT;2017;2019;3;25.54;18.79;-26.43;8.22;-32.01;✅ Boa gestão — ficou abaixo do IPCA
CHOCOLATE MEIO AMARGO;2018;2023;3;5.1;4.6;-9.8;32.8;-32.07;✅ Boa gestão — ficou abaixo do IPCA
LIMPEZA DE AR GAVETA 7/30.000BTUS;2015;2020;6;114.12;95.93;-15.94;23.77;-32.08;✅ Boa gestão — ficou abaixo do IPCA
CANALETA PVC COM TAMPA,LARGURA 50MM ALTURA 10MM E COMPRIMENT;2015;2021;6;21.9;20.24;-7.58;36.22;-32.15;✅ Boa gestão — ficou abaixo do IPCA
TONER HP LASERJET PRO MFP M 521 DN COMPATÍVEL;2019;2024;5;74.0;66.99;-9.47;33.47;-32.18;✅ Boa gestão — ficou abaixo do IPCA
ACETILCISTEINA 600MG/ENV5GR.;2018;2024;3;0.67;0.63;-6.61;39.22;-32.2;✅ Boa gestão — ficou abaixo do IPCA
DISJUNTOR TERMOMAGNÉTICO TRIFÁSICO,CERTIFICADO CONFORME NORM;2015;2017;3;49.2;36.48;-25.85;9.43;-32.24;✅ Boa gestão — ficou abaixo do IPCA
ESPÁTULA PARA MANIPULAÇÃO DUPLA Nº 72;2023;2025;3;9.77;7.23;-26.0;9.3;-32.25;✅ Boa gestão — ficou abaixo do IPCA
GLICINE MAX ISOFLAVONA 150MG (ISOFLAVONA);2016;2020;4;0.33;0.26;-19.88;16.45;-32.26;✅ Boa gestão — ficou abaixo do IPCA
MORANGA KABUTIA C/ ENTREGA NA CENTRAL DE MERENDA;2015;2018;3;1.95;1.5;-23.08;13.53;-32.31;✅ Boa gestão — ficou abaixo do IPCA
PEDRA DE AFIAR ARKANSAS FINA;2017;2025;8;20.0;20.37;1.85;50.59;-32.39;✅ Boa gestão — ficou abaixo do IPCA
PUNCH DERMATOLÓGICO ESTÉRIL DESCARTÁVEL 2MM;2020;2024;4;73.76;63.68;-13.67;27.7;-32.4;✅ Boa gestão — ficou abaixo do IPCA
METOPROLOL, SUCCINATO 50MG, COMPRIMIDO DE LIBERAÇÃO PROLONGA;2019;2023;4;0.44;0.38;-13.44;27.32;-32.43;✅ Boa gestão — ficou abaixo do IPCA
CJ. TURBINA EIXO PINCA DENTFLEX SIGMA AIR (PB);2022;2025;3;247.31;191.0;-22.77;14.35;-32.46;✅ Boa gestão — ficou abaixo do IPCA
EQUIPO TIPO MACROGOTAS PARA SOLUÇÃO PARENTAL 20 GOTAS/ML;2021;2024;3;1.09;0.85;-22.02;16.03;-32.5;✅ Boa gestão — ficou abaixo do IPCA
PINÇA PORTA GRAMPO PALMER;2017;2025;7;56.14;57.07;1.66;50.59;-32.5;✅ Boa gestão — ficou abaixo do IPCA
CLIPS PARA PAPEL 2/0 CAIXA COM 100 UNIDADES.;2019;2024;3;1.9;1.7;-10.53;33.47;-32.5;✅ Boa gestão — ficou abaixo do IPCA
FITA MATRIZ POLIÉSTER TRANSPARENTE 10X120X0,05 MM;2020;2025;5;1.03;0.92;-10.68;33.14;-32.53;✅ Boa gestão — ficou abaixo do IPCA
BUCHA DE REDUÇÃO PVC CURTA SOLD. 50 X 40 MM,NBR 5648.;2015;2021;6;2.18;2.0;-8.26;36.22;-32.57;✅ Boa gestão — ficou abaixo do IPCA
PLANILHA ORÇAMENTÁRIA DE OBRA;2018;2024;3;1.06;1.0;-5.82;39.22;-32.62;✅ Boa gestão — ficou abaixo do IPCA
ESTRIOL 1MG/G CREME VAGINAL 50GR;2018;2020;3;12.87;9.45;-26.57;9.02;-32.63;✅ Boa gestão — ficou abaixo do IPCA
BISCOITO ROSQUINHA DE COCO, SEM LEITE;2022;2025;3;20.91;16.1;-23.0;14.35;-32.67;✅ Boa gestão — ficou abaixo do IPCA
LUVA CIRÚRGICA ESTÉRIL NO.7,0.;2020;2024;3;1.25;1.08;-13.6;27.7;-32.67;✅ Boa gestão — ficou abaixo do IPCA
BUCHA DE REDUÇÃO PVC LONGA SOLD. 40 X 25 MM,NBR 5648.;2015;2021;6;2.6;2.38;-8.46;36.22;-32.69;✅ Boa gestão — ficou abaixo do IPCA
SONDA MILIMETRADA GOLDMAN FOX DUPLA;2018;2025;5;10.76;10.52;-2.23;45.15;-32.7;✅ Boa gestão — ficou abaixo do IPCA
FORD CARGO 1723B 2020;2020;2022;3;71.5;56.0;-21.68;16.43;-32.73;✅ Boa gestão — ficou abaixo do IPCA
PRESERVATIVO FEMININO DE BORRACHA NITRILICA;2015;2022;4;14.0;13.56;-3.14;44.11;-32.79;✅ Boa gestão — ficou abaixo do IPCA
LÂMPADA LED GU 10 6500K 3W / 4W 220V;2020;2023;4;38.0;31.1;-18.16;21.81;-32.8;✅ Boa gestão — ficou abaixo do IPCA
AMOXICILINA 500MG+ ÁCIDO CLAVULÂNICO 125MG, COMPRIMIDO, EM B;2019;2021;3;0.87;0.67;-22.99;15.03;-32.88;✅ Boa gestão — ficou abaixo do IPCA
TRAVA DA BROCA CONTRA ANGULO DABI ATLANTE;2021;2025;5;33.76;27.4;-18.84;20.97;-32.89;✅ Boa gestão — ficou abaixo do IPCA
PNEU NOVO 235/70 R16 A/T;2021;2025;4;801.0;650.0;-18.85;20.97;-32.92;✅ Boa gestão — ficou abaixo do IPCA
BUCHA DE REDUÇÃO PVC LONGA SOLD. 60 X 32 MM,NBR 5648.;2015;2021;6;6.5;5.94;-8.62;36.22;-32.92;✅ Boa gestão — ficou abaixo do IPCA
TRAVA DA BROCA CA MOD KAVO;2021;2025;5;34.76;28.2;-18.87;20.97;-32.95;✅ Boa gestão — ficou abaixo do IPCA
PLACA DE REDE PCI EXPRESS GIGABIT;2017;2022;4;73.5;64.9;-11.7;31.69;-32.95;✅ Boa gestão — ficou abaixo do IPCA
ESCOVA PARA LIMPEZA EM VASO SANITÁRIO;2015;2021;4;4.23;3.86;-8.75;36.22;-33.1;✅ Boa gestão — ficou abaixo do IPCA
BISCOITO DOCE À BASE DE CEREAIS INTEGRAIS;2018;2023;4;4.9;4.35;-11.22;32.8;-33.1;✅ Boa gestão — ficou abaixo do IPCA
LIDOCAINA, CLORIDRATO 100MG/ML SPRAY AEROSSOL C/ 100 ML.;2019;2023;4;45.06;38.36;-14.87;27.32;-33.14;✅ Boa gestão — ficou abaixo do IPCA
CLORO 5 LTS.;2015;2021;3;14.5;13.2;-8.97;36.22;-33.17;✅ Boa gestão — ficou abaixo do IPCA
ESCOVA DENTAL INFANTIL MACIA;2019;2025;4;28.5;26.5;-7.02;39.16;-33.19;✅ Boa gestão — ficou abaixo do IPCA
POLPA DE FRUTAS NATURAL CONGELADA;2018;2024;5;12.8;11.9;-7.03;39.22;-33.19;✅ Boa gestão — ficou abaixo do IPCA
BUCHA FIXAÇÃO CANETA JATO DE PO;2022;2025;4;49.5;37.8;-23.64;14.35;-33.22;✅ Boa gestão — ficou abaixo do IPCA
LUVA DE AÇO GALVANIZADO A FOGO 4, NBR 5598;2015;2020;5;48.38;39.97;-17.38;23.77;-33.26;✅ Boa gestão — ficou abaixo do IPCA
AMOXICILINA + CLAVULANATO DE POTASSIO 250MG + 62,5MG/5ML  SU;2018;2020;3;13.75;10.0;-27.28;9.02;-33.28;✅ Boa gestão — ficou abaixo do IPCA
BUCHA DE NYLON 8MM CONVECIONAL DE MÁXIMA QUALIDADE;2015;2018;4;0.18;0.14;-22.25;13.53;-33.33;✅ Boa gestão — ficou abaixo do IPCA
COLGADURA INDIVIDUAL;2019;2025;6;2.95;2.74;-7.12;39.16;-33.33;✅ Boa gestão — ficou abaixo do IPCA
ALPRAZOLAM 0,5MG CPR;2016;2019;3;0.1;0.07;-27.0;11.41;-33.33;✅ Boa gestão — ficou abaixo do IPCA
TAÇA DE BORRACHA PARA CONTRA-ÂNGULO COR BRANCA.;2020;2025;5;1.0;0.89;-11.0;33.14;-33.33;✅ Boa gestão — ficou abaixo do IPCA
NIFEDIPINA 10 MG;2016;2020;4;0.03;0.03;3.33;16.45;-33.33;✅ Boa gestão — ficou abaixo do IPCA
ENALAPRIL 10 MG;2016;2020;4;0.03;0.02;-7.41;16.45;-33.33;✅ Boa gestão — ficou abaixo do IPCA
